date,dsa_count,news_count,sentiment_mean,sentiment_min,sentiment_max,sentiment_std,sentiment_neg_mean,sentiment_pos_mean,negative_news_pct,positive_news_pct
2025-05-25,1939601,25,-0.16274800000000003,-0.9623,0.9217,0.5641441759834095,0.10732,0.071,0.52,0.36
2025-05-26,1838863,25,-0.10277599999999999,-0.91,0.9313,0.5779513102537271,0.09008000000000001,0.07676,0.56,0.32
2025-05-27,1827921,25,-0.067916,-0.8779,0.6996,0.5001711360564501,0.08736000000000001,0.07783999999999999,0.52,0.44
2025-05-28,1973811,25,-0.227136,-0.9186,0.8779,0.5899503042663848,0.12576,0.07007999999999999,0.56,0.32
2025-05-29,1908198,25,-0.23626400000000003,-0.9118,0.8689,0.5296770849338303,0.11552,0.056720000000000007,0.56,0.28
2025-05-30,1896681,25,-0.068536,-0.7906,0.6486,0.45638290755022803,0.0814,0.0626,0.48,0.4
2025-05-31,1915602,25,0.08808400000000001,-0.9217,0.9565,0.6014427518426005,0.09124,0.11348000000000001,0.4,0.48
2025-06-01,2080933,25,-0.18698399999999998,-0.9538,0.7088,0.5268697225538775,0.12924000000000002,0.07028,0.56,0.28
2025-06-02,1965242,25,-0.06714000000000002,-0.9325,0.8467,0.607828121100036,0.10031999999999998,0.07264,0.48,0.4
2025-06-03,1915496,25,-0.037064,-0.8957,0.8555,0.5185078281993436,0.06972,0.07028,0.44,0.44
2025-06-04,2013158,25,-0.103492,-0.9118,0.8689,0.5004884613415178,0.07812000000000001,0.05720000000000001,0.48,0.24
2025-06-05,1830359,25,0.13390799999999997,-0.9246,0.8481,0.5526667660860385,0.071,0.10167999999999999,0.28,0.56
2025-06-06,1544432,25,-0.29728,-0.9393,0.9649,0.6469336874827281,0.16352,0.09015999999999998,0.64,0.28
2025-06-07,1622021,25,0.155136,-0.9022,0.9382,0.6721463429224324,0.085,0.12240000000000001,0.36,0.52
2025-06-08,1759985,25,-0.027399999999999994,-0.8561,0.9349,0.6002458089816205,0.08367999999999999,0.08316000000000001,0.48,0.44
2025-06-09,1667767,25,0.117196,-0.8968,0.8583,0.43170870964575175,0.04076,0.07292000000000001,0.24,0.56
2025-06-10,1625806,25,-0.11279599999999998,-0.8402,0.8519,0.4756678466997743,0.08448,0.06016,0.56,0.24
2025-06-11,1661620,25,-0.07712,-0.9612,0.7717,0.46809636956507156,0.07092000000000001,0.05596,0.4,0.4
2025-06-12,1605323,25,-0.104328,-0.891,0.8555,0.5518695298854612,0.10396,0.08259999999999999,0.56,0.36
2025-06-13,1691991,25,-0.138112,-0.9325,0.9153,0.5965846818817929,0.11155999999999999,0.0774,0.56,0.28
2025-06-14,1726837,25,0.016915999999999997,-0.9337,0.8402,0.5655606157999334,0.0958,0.0802,0.32,0.48
2025-06-15,1605632,25,-0.12330400000000001,-0.9313,0.8176,0.5468006879878626,0.11687999999999998,0.07188,0.52,0.4
2025-06-16,1774850,25,-0.25109200000000004,-0.9217,0.9195,0.5652636920376188,0.13188,0.06431999999999999,0.64,0.28
2025-06-17,1149769,25,-0.19073600000000002,-0.9441,0.9349,0.6926626947540917,0.15216,0.09296000000000001,0.6,0.4
2025-06-18,1119060,25,0.04012800000000001,-0.93,0.9042,0.5710435006337083,0.07916000000000001,0.08800000000000001,0.4,0.48
2025-06-19,1053818,25,-0.151124,-0.9828,0.7297,0.5459640744810963,0.10456,0.05468,0.48,0.4
2025-06-20,1073789,25,-0.2657,-0.9371,0.6705,0.46705989508841367,0.11059999999999999,0.056479999999999995,0.64,0.24
2025-06-21,1112979,25,-0.364152,-0.9393,0.7351,0.577023321622272,0.15968,0.04804,0.6,0.24
2025-06-22,1130102,25,-0.030923999999999986,-0.8957,0.9239,0.5862477546430349,0.09696000000000002,0.09391999999999999,0.52,0.36
2025-06-23,1041601,25,-0.16993200000000003,-0.9661,0.7579,0.508607304485494,0.10555999999999999,0.05256,0.56,0.32
2025-06-24,1043178,25,-0.022083999999999996,-0.9657,0.875,0.479743899746521,0.07576000000000001,0.06984,0.44,0.36
2025-06-25,1044376,25,-0.059732,-0.9595,0.7506,0.5085973808190523,0.06548000000000001,0.05568000000000001,0.44,0.48
2025-06-26,1098367,25,0.03441199999999998,-0.9799,0.9552,0.6415570074872535,0.09971999999999999,0.09516000000000002,0.36,0.56
2025-06-27,1114592,25,-0.181864,-0.9201,0.8221,0.5426867707103242,0.09632,0.050679999999999996,0.56,0.28
2025-06-28,1067020,25,-0.14902,-0.9709,0.6808,0.5167083486842456,0.1164,0.06372,0.48,0.36
2025-06-29,1111414,25,-0.091752,-0.9666,0.9231,0.5297835317334807,0.08655999999999998,0.06863999999999999,0.4,0.44
2025-06-30,889942,25,0.073468,-0.975,0.8555,0.5976924330924727,0.08968,0.08056,0.32,0.64
2025-07-01,311477,25,-0.09327999999999999,-0.9796,0.6124,0.4683166014567496,0.10792,0.07555999999999999,0.52,0.36
2025-07-02,539292,25,-0.267832,-0.9565,0.7579,0.45848660326775087,0.12448000000000001,0.05092000000000001,0.6,0.28
2025-07-03,619661,25,0.13584800000000002,-0.9485,0.9142,0.6184312230927543,0.07644000000000001,0.09632000000000002,0.36,0.56
2025-07-04,681677,25,-0.0057320000000000175,-0.9274,0.9464,0.5709983227435962,0.09952,0.09336,0.44,0.4
2025-07-05,678740,25,-0.126876,-0.9674,0.8442,0.5395211938598891,0.08860000000000001,0.04944,0.48,0.32
2025-07-06,656598,25,-0.08636799999999999,-0.9344,0.9638,0.5994234114346886,0.09688,0.07092000000000001,0.52,0.4
2025-07-07,653429,25,-0.129252,-0.9337,0.78,0.42270702394921233,0.08084,0.048679999999999994,0.44,0.32
2025-07-08,687039,25,-0.15916800000000003,-0.9118,0.8442,0.6172677744512506,0.11676,0.08036,0.6,0.36
2025-07-09,656789,25,-0.30924,-0.9643,0.9201,0.5800380628889797,0.1508,0.0636,0.68,0.24
2025-07-10,658441,25,-0.042963999999999974,-0.9432,0.9081,0.5286058810720895,0.07668,0.06976,0.44,0.52
2025-07-11,652589,25,-0.19770800000000002,-0.9274,0.765,0.538405205710346,0.10304,0.054520000000000006,0.52,0.24
2025-07-12,625809,25,0.15525599999999998,-0.9186,0.9485,0.5457467317941538,0.0552,0.09295999999999999,0.36,0.52
2025-07-13,600056,25,-0.039127999999999996,-0.9468,0.9343,0.5994084460666199,0.09603999999999999,0.07336000000000001,0.32,0.4
2025-07-14,621921,25,-0.16488,-0.9118,0.9517,0.5906876325097724,0.12755999999999998,0.0794,0.56,0.36
2025-07-15,596349,25,-0.153584,-0.886,0.9493,0.5018426707086595,0.09584000000000001,0.06023999999999999,0.48,0.32
2025-07-16,557543,25,-0.095952,-0.9756,0.9118,0.619270547738224,0.1222,0.08736,0.52,0.32
2025-07-17,531820,25,-0.057636,-0.9217,0.5859,0.4315812914202839,0.055159999999999994,0.03816,0.28,0.32
2025-07-18,607709,25,-0.133012,-0.8074,0.8091,0.492110600024019,0.09911999999999999,0.06548,0.64,0.24
2025-07-19,594948,25,-0.02054,-0.9201,0.8316,0.5754014299599889,0.09376000000000001,0.08280000000000001,0.44,0.44
2025-07-20,541151,25,-0.20146799999999998,-0.9584,0.8402,0.6201329262150173,0.12656,0.06336,0.56,0.36
2025-07-21,570477,25,-0.09278399999999999,-0.9764,0.9022,0.5591418937479108,0.12296000000000001,0.08544,0.48,0.44
2025-07-22,603817,25,-0.11179599999999999,-0.9628,0.8074,0.5735599759257963,0.09824000000000002,0.06556000000000001,0.48,0.4
2025-07-23,689735,25,-0.10217999999999999,-0.9201,0.7906,0.5360387008416463,0.08344,0.05472,0.36,0.32
2025-07-24,1274993,25,-0.169108,-0.8771,0.7264,0.5485770734691707,0.09896,0.0634,0.56,0.36
2025-07-25,687125,25,-0.142816,-0.9468,0.8934,0.56849815315795,0.10864000000000001,0.06872,0.44,0.32
2025-07-26,587447,25,-0.215456,-0.8591,0.9451,0.5589327366186383,0.11092,0.07232,0.64,0.24
2025-07-27,567765,25,0.09927600000000002,-0.9231,0.9552,0.6122968765427438,0.07908,0.0938,0.36,0.52
2025-07-28,580009,25,-0.013351999999999996,-0.9413,0.9432,0.57059626155102,0.07296,0.07256,0.48,0.32
2025-07-29,577780,25,-0.083576,-0.93,0.802,0.4897888633115293,0.08376000000000001,0.0528,0.44,0.32
2025-07-30,589554,25,-0.074064,-0.9349,0.6705,0.5382778746186768,0.08648,0.06548,0.44,0.44
2025-07-31,553995,25,-0.032411999999999996,-0.743,0.8481,0.4898664343022494,0.06828,0.07268000000000001,0.44,0.4
2025-08-01,764126,25,-0.031816,-0.8176,0.7579,0.4760116130348082,0.07228,0.06624,0.36,0.44
2025-08-02,569653,25,-0.08360400000000003,-0.9432,0.8658,0.5996134864927573,0.10024,0.06907999999999999,0.4,0.36
2025-08-03,480429,25,-0.289664,-0.938,0.6249,0.48165102958885075,0.13292,0.059640000000000006,0.64,0.24
2025-08-04,496858,25,0.09535199999999999,-0.9001,0.9042,0.5819587395133782,0.0716,0.09272,0.32,0.56
2025-08-05,646544,25,0.004056000000000004,-0.9136,0.9451,0.6298206456317544,0.1082,0.12052,0.44,0.48
2025-08-06,605591,25,-0.08724399999999999,-0.8363,0.8271,0.49173533212898174,0.07764,0.0696,0.56,0.36
2025-08-07,641014,25,-0.34279200000000004,-0.9468,0.4404,0.4174275658554428,0.12152000000000002,0.030200000000000005,0.72,0.2
2025-08-08,674226,25,-0.09290800000000003,-0.9022,0.8779,0.5409227182657427,0.08347999999999998,0.06612,0.4,0.32
2025-08-09,678392,25,-0.28535599999999994,-0.9674,0.5574,0.5278679759788426,0.132,0.03908,0.6,0.28
2025-08-10,642076,25,-0.388268,-0.9702,0.8047,0.469640940906987,0.15319999999999998,0.05092000000000001,0.68,0.2
2025-08-11,675231,25,-0.275556,-0.9413,0.8402,0.5925329804019351,0.12547999999999998,0.06024000000000001,0.6,0.28
2025-08-12,739406,25,-0.21559199999999998,-0.9682,0.5423,0.481181687033079,0.11552,0.057319999999999996,0.56,0.28
2025-08-13,673853,25,-0.024199999999999982,-0.9468,0.93,0.5621636309830084,0.08780000000000002,0.07972,0.4,0.44
2025-08-14,633217,25,0.020472000000000004,-0.8885,0.8689,0.5485768442214819,0.08439999999999999,0.07719999999999999,0.36,0.44
2025-08-15,594624,25,-0.12269999999999999,-0.9432,0.8658,0.5122376518765485,0.09964,0.0736,0.56,0.32
2025-08-16,597692,25,-0.079116,-0.9231,0.6486,0.4358956330866369,0.05960000000000001,0.04768,0.4,0.32
2025-08-17,556367,25,-0.14658800000000002,-0.9529,0.7906,0.5858384830787408,0.11499999999999998,0.06396,0.56,0.32
2025-08-18,552554,25,-0.25032400000000005,-0.9312,0.802,0.5133245494070978,0.10867999999999998,0.04632,0.52,0.36
2025-08-19,595531,25,-0.299584,-0.9628,0.836,0.4819899490072381,0.11515999999999998,0.05576,0.64,0.24
